machine_id,time_stamp,cpu_util_precent,mem_util_percent,mem_gps,mkpi,net_in,net_out,disk_io_percent
m_1831,403240,26.0,94,,,45.78,37.29,8
m_1831,403250,26.0,94,,,45.78,37.29,8
m_1831,403260,27.0,94,,,45.78,37.29,4
m_1831,403270,30.0,94,,,45.78,37.29,4
m_1831,403280,31.0,94,,,45.78,37.29,4
m_1831,403290,31.0,94,,,45.78,37.29,4
m_1831,403300,29.0,94,,,45.78,37.29,4
m_1831,403310,39.0,94,,,45.78,37.29,4
m_1831,403320,37.0,94,,,45.78,37.3,6
m_1831,403330,31.0,94,,,45.78,37.3,6
m_1831,403340,36.0,95,,,45.78,37.3,6
m_1831,403350,41.0,95,,,45.78,37.3,6
m_1831,403360,40.0,96,,,45.78,37.3,6
m_1831,403370,35.0,95,,,45.78,37.3,6
m_1831,403380,37.0,96,,,45.78,37.3,6
m_1831,403390,38.0,95,,,45.78,37.3,6
m_1831,403400,32.0,95,,,45.78,37.3,6
m_1831,403410,32.0,96,,,45.78,37.3,6
m_1831,403420,39.0,97,,,45.78,37.3,6
m_1831,403430,37.0,97,,,45.78,37.3,6
m_1831,403440,35.0,97,,,45.78,37.3,7
m_1831,403450,35.0,97,,,45.78,37.3,7
m_1831,403460,32.0,96,,,45.79,37.3,7
m_1831,403470,31.0,96,,,45.79,37.3,7
m_1831,403480,32.0,97,,,45.79,37.3,7
m_1831,403490,35.0,96,,,45.79,37.3,7
m_1831,403500,29.0,96,,,45.79,37.3,5
m_1831,403510,34.0,96,,,45.79,37.3,5
m_1831,403520,32.0,96,,,45.79,37.3,5
m_1831,403530,33.0,96,,,45.79,37.3,5
m_1831,403540,38.0,96,,,45.79,37.3,5
m_1831,403560,29.0,95,,,45.79,37.3,8
m_1831,403570,29.0,95,,,45.79,37.3,8
m_1831,403580,27.0,95,,,45.79,37.3,8
m_1831,403590,30.0,94,,,45.79,37.3,8
m_1831,403600,34.0,94,,,45.79,37.3,8
m_1831,403610,33.0,93,,,45.79,37.3,8
m_1831,403620,29.0,93,,,45.79,37.3,10
m_1831,403630,31.0,93,,,45.79,37.3,10
m_1831,403640,30.0,94,,,45.79,37.3,10
m_1831,403650,31.0,94,,,45.79,37.3,10
m_1831,403660,31.0,94,,,45.79,37.3,10
m_1831,403670,31.0,94,,,45.79,37.3,10
m_1831,403680,33.0,94,,,45.79,37.3,6
m_1831,403690,34.0,94,,,45.79,37.3,6
m_1831,403700,31.0,94,,,45.79,37.3,6
m_1831,403710,33.0,94,,,45.79,37.3,6
m_1831,403720,31.0,94,,,45.79,37.3,6
m_1831,403730,31.0,94,,,45.79,37.3,6
m_1831,403740,29.0,93,,,45.79,37.3,5
m_1831,403750,26.0,93,,,45.79,37.3,5
m_1831,403760,27.0,93,,,45.79,37.3,5
m_1831,403770,33.0,93,,,45.79,37.3,5
m_1831,403780,31.0,93,,,45.79,37.3,5
m_1831,403790,27.0,93,,,45.79,37.3,5
m_1831,403800,26.0,93,,,45.79,37.3,5
m_1831,403810,32.0,93,,,45.79,37.3,5
m_1831,403820,29.0,93,,,45.79,37.3,5
m_1831,403830,30.0,94,,,45.79,37.3,5
m_1831,403840,25.0,93,,,45.79,37.3,5
m_1831,403850,30.0,93,,,45.79,37.3,5
m_1831,403860,30.0,93,,,45.79,37.3,6
m_1831,403870,37.0,95,,,45.79,37.3,6
m_1831,403880,60.0,95,,,45.79,37.3,6
m_1831,403890,51.0,94,,,45.79,37.3,6
m_1831,403900,30.0,94,,,45.79,37.3,6
m_1831,403910,31.0,95,,,45.79,37.3,6
m_1831,403920,33.0,95,,,45.79,37.3,14
m_1831,403930,35.0,95,,,45.79,37.3,14
m_1831,403940,34.0,95,,,45.79,37.3,14
m_1831,403950,32.0,95,,,45.79,37.3,14
m_1831,403960,34.0,96,,,45.79,37.3,14
m_1831,403970,35.0,96,,,45.79,37.3,14
m_1831,403980,38.0,96,,,45.79,37.3,6
m_1831,403990,42.0,96,,,45.79,37.3,6
m_1831,404000,34.0,96,,,45.79,37.3,6
m_1831,404010,32.0,96,,,45.79,37.3,6
m_1831,404020,34.0,96,,,45.79,37.3,6
m_1831,404030,32.0,96,,,45.79,37.3,6
m_1831,404040,33.0,94,,,45.79,37.3,5
m_1831,404050,32.0,94,,,45.79,37.31,5
m_1831,404060,33.0,95,,,45.79,37.31,5
m_1831,404070,27.0,94,,,45.79,37.31,5
m_1831,404080,28.0,94,,,45.79,37.31,5
m_1831,404090,26.0,94,,,45.8,37.31,5
m_1831,404100,31.0,95,,,45.8,37.31,5
m_1831,404110,40.0,96,,,45.8,37.31,5
m_1831,404120,43.0,97,,,45.8,37.31,5
m_1831,404130,45.0,97,,,45.8,37.31,5
m_1831,404140,45.0,97,,,45.8,37.31,5
m_1831,404150,40.0,96,,,45.8,37.31,5
m_1831,404160,37.0,95,,,45.8,37.31,8
m_1831,404170,36.0,96,,,45.8,37.31,8
m_1831,404180,39.0,96,,,45.8,37.31,8
m_1831,404190,42.0,97,,,45.8,37.31,8
m_1831,404200,39.0,97,,,45.8,37.31,8
m_1831,404210,37.0,97,,,45.8,37.31,8
m_1831,404220,40.0,97,,,45.8,37.31,10
m_1831,404230,37.0,97,,,45.8,37.31,10
m_1831,404240,37.0,96,,,45.8,37.31,10
m_1831,404250,33.0,96,,,45.8,37.31,10
m_1831,404260,35.0,96,,,45.8,37.31,10
m_1831,404270,33.0,96,,,45.8,37.31,10
m_1831,404280,31.0,95,,,45.8,37.31,8
m_1831,404290,32.0,95,,,45.8,37.31,8
m_1831,404300,31.0,95,,,45.8,37.31,8
m_1831,404310,33.0,95,,,45.8,37.31,8
m_1831,404320,34.0,96,,,45.8,37.31,8
m_1831,404330,35.0,96,,,45.8,37.31,8
m_1831,404340,31.0,96,,,45.8,37.31,5
m_1831,404350,32.0,96,,,45.8,37.31,5
m_1831,404360,28.0,96,,,45.8,37.31,5
m_1831,404370,30.0,95,,,45.8,37.31,5
m_1831,404380,29.0,95,,,45.8,37.31,5
m_1831,404390,28.0,95,,,45.8,37.31,5
m_1831,404400,27.0,96,,,45.8,37.31,4
m_1831,404410,31.0,96,,,45.8,37.31,4
m_1831,404420,30.0,96,,,45.8,37.31,4
m_1831,404430,35.0,96,,,45.8,37.31,4
m_1831,404440,28.0,95,,,45.8,37.31,4
m_1831,404450,29.0,95,,,45.8,37.31,4
m_1831,404460,29.0,96,,,45.8,37.31,5
m_1831,404470,33.0,95,,,45.8,37.31,5
m_1831,404480,31.0,96,,,45.8,37.31,5
m_1831,404490,26.0,95,,,45.8,37.31,5
m_1831,404500,34.0,96,,,45.8,37.31,5
m_1831,404510,28.0,94,,,45.8,37.31,5
m_1831,404520,26.0,94,,,45.8,37.31,7
m_1831,404530,28.0,95,,,45.8,37.31,7
m_1831,404540,29.0,95,,,45.8,37.31,7
m_1831,404550,26.0,95,,,45.8,37.31,7
m_1831,404560,29.0,95,,,45.8,37.31,7
m_1831,404570,28.0,95,,,45.8,37.31,7
m_1831,404580,26.0,94,,,45.8,37.31,8
m_1831,404590,27.0,94,,,45.8,37.31,8
m_1831,404600,26.0,95,,,45.8,37.31,8
m_1831,404610,25.0,95,,,45.8,37.31,8
m_1831,404620,24.0,94,,,45.8,37.31,8
m_1831,404630,22.0,94,,,45.8,37.31,8
m_1831,404640,29.0,94,,,45.8,37.31,6
m_1831,404650,46.0,95,,,45.81,37.31,6
m_1831,404660,35.0,95,,,45.81,37.31,6
m_1831,404670,27.0,95,,,45.81,37.31,6
m_1831,404680,28.0,94,,,45.81,37.31,6
m_1831,404690,25.0,94,,,45.81,37.31,6
m_1831,404700,24.0,94,,,45.81,37.31,6
m_1831,404710,30.0,94,,,45.81,37.31,6
m_1831,404720,23.0,94,,,45.81,37.31,6
m_1831,404730,24.0,94,,,45.81,37.31,6
m_1831,404740,24.0,94,,,45.81,37.31,6
m_1831,404750,31.0,95,,,45.81,37.31,6
m_1831,404760,29.0,95,,,45.81,37.31,6
m_1831,404770,31.0,95,,,45.81,37.31,6
m_1831,404780,26.0,94,,,45.81,37.31,6
m_1831,404790,26.0,93,,,45.81,37.31,6
m_1831,404800,24.0,93,,,45.81,37.31,6
m_1831,404810,22.0,93,,,45.81,37.31,6
m_1831,404820,25.0,94,,,45.81,37.31,6
m_1831,404830,27.0,94,,,45.81,37.31,6
m_1831,404840,26.0,94,,,45.81,37.31,6
m_1831,404850,26.0,95,,,45.81,37.31,6
m_1831,404860,31.0,95,,,45.81,37.31,6
m_1831,404870,25.0,96,,,45.81,37.31,6
m_1831,404880,29.0,96,,,45.81,37.31,5
m_1831,404890,36.0,96,,,45.81,37.31,5
m_1831,404900,31.0,96,,,45.81,37.32,5
m_1831,404910,28.0,96,,,45.81,37.32,5
m_1831,404920,57.0,97,,,45.81,37.32,5
m_1831,404930,60.0,97,,,45.81,37.32,5
m_1831,404940,35.0,98,,,45.81,37.32,9
m_1831,404950,41.0,97,,,45.81,37.32,9
m_1831,404960,36.0,97,,,45.81,37.32,9
m_1831,404970,40.0,97,,,45.81,37.32,9
m_1831,404980,39.0,97,,,45.81,37.32,9
m_1831,404990,36.0,97,,,45.81,37.32,9
m_1831,405000,37.0,97,,,45.81,37.32,9
m_1831,405010,41.0,96,,,45.81,37.32,9
m_1831,405020,37.0,96,,,45.81,37.32,9
m_1831,405030,36.0,96,,,45.81,37.32,9
m_1831,405040,38.0,96,,,45.81,37.32,9
m_1831,405050,33.0,95,,,45.81,37.32,9
m_1831,405060,31.0,95,,,45.81,37.32,10
m_1831,405070,39.0,96,,,45.81,37.32,10
m_1831,405080,37.0,96,,,45.81,37.32,10
m_1831,405090,39.0,96,,,45.81,37.32,10
m_1831,405100,35.0,96,,,45.81,37.32,10
m_1831,405110,30.0,96,,,45.81,37.32,10
m_1831,405120,33.0,95,,,45.81,37.32,9
m_1831,405130,33.0,95,,,45.81,37.32,9
m_1831,405140,28.0,95,,,45.81,37.32,9
m_1831,405150,32.0,95,,,45.81,37.32,9
m_1831,405160,28.0,95,,,45.81,37.32,9
m_1831,405170,28.0,95,,,45.81,37.32,9
m_1831,405180,31.0,95,,,45.81,37.32,6
m_1831,405190,29.0,95,,,45.81,37.32,6
m_1831,405200,29.0,94,,,45.81,37.32,6
m_1831,405210,28.0,94,,,45.81,37.32,6
m_1831,405220,28.0,94,,,45.81,37.32,6
m_1831,405230,27.0,94,,,45.81,37.32,6
m_1831,405240,27.0,94,,,45.81,37.32,7
m_1831,405250,29.0,94,,,45.81,37.32,7
m_1831,405260,30.0,94,,,45.81,37.32,7
m_1831,405270,28.0,94,,,45.81,37.32,7
m_1831,405280,27.0,94,,,45.81,37.32,7
m_1831,405290,26.0,94,,,45.81,37.32,7
m_1831,405300,27.0,93,,,45.81,37.32,7
m_1831,405310,28.0,93,,,45.81,37.32,7
m_1831,405320,25.0,93,,,45.81,37.32,7
m_1831,405330,25.0,93,,,45.81,37.32,7
m_1831,405340,24.0,93,,,45.81,37.32,7
m_1831,405350,26.0,93,,,45.81,37.32,7
m_1831,405360,29.0,93,,,45.81,37.32,7
m_1831,405370,36.0,94,,,45.81,37.32,7
m_1831,405380,40.0,94,,,45.81,37.32,7
m_1831,405390,47.0,94,,,45.81,37.32,7
m_1831,405400,46.0,93,,,45.81,37.32,7
m_1831,405410,44.0,93,,,45.81,37.32,7
m_1831,405420,44.0,93,,,45.81,37.32,6
m_1831,405430,48.0,93,,,45.81,37.32,6
m_1831,405440,47.0,93,,,45.81,37.32,6
m_1831,405450,47.0,93,,,45.81,37.32,6
m_1831,405460,48.0,93,,,45.82,37.32,6
m_1831,405470,47.0,93,,,45.82,37.32,6
m_1831,405480,37.0,93,,,45.82,37.32,4
m_1831,405490,37.0,94,,,45.82,37.32,4
m_1831,405500,46.0,94,,,45.82,37.32,4
m_1831,405510,36.0,94,,,45.82,37.32,4
m_1831,405530,34.0,94,,,45.82,37.32,4
m_1831,405540,24.0,94,,,45.82,37.32,4
m_1831,405550,25.0,94,,,45.82,37.32,4
m_1831,405560,24.0,94,,,45.82,37.32,4
m_1831,405570,27.0,94,,,45.82,37.32,4
m_1831,405580,26.0,94,,,45.82,37.32,4
m_1831,405590,27.0,94,,,45.82,37.32,4
m_1831,405600,26.0,94,,,45.82,37.32,4
m_1831,405610,37.0,94,,,45.82,37.32,4
m_1831,405620,33.0,94,,,45.82,37.32,4
m_1831,405630,36.0,94,,,45.82,37.32,4
m_1831,405640,42.0,94,,,45.82,37.32,4
m_1831,405650,39.0,94,,,45.82,37.32,4
m_1831,405660,38.0,94,,,45.82,37.32,4
m_1831,405670,37.0,94,,,45.82,37.32,4
m_1831,405680,37.0,94,,,45.82,37.32,4
m_1831,405690,34.0,95,,,45.82,37.32,4
m_1831,405700,29.0,95,,,45.82,37.33,4
m_1831,405710,26.0,95,,,45.82,37.33,4
m_1831,405720,27.0,95,,,45.82,37.33,5
m_1831,405730,30.0,95,,,45.82,37.33,5
m_1831,405740,28.0,95,,,45.82,37.33,5
m_1831,405750,28.0,95,,,45.82,37.33,5
m_1831,405760,26.0,95,,,45.82,37.33,5
m_1831,405770,26.0,95,,,45.82,37.33,5
m_1831,405780,26.0,95,,,45.82,37.33,5
m_1831,405790,28.0,95,,,45.82,37.33,5
m_1831,405800,27.0,96,,,45.82,37.33,5
m_1831,405810,27.0,96,,,45.82,37.33,5
m_1831,405820,26.0,96,,,45.82,37.33,5
m_1831,405830,27.0,96,,,45.82,37.33,5
m_1831,405840,27.0,95,,,45.82,37.33,4
m_1831,405850,28.0,95,,,45.82,37.33,4
m_1831,405860,26.0,95,,,45.82,37.33,4
m_1831,405870,28.0,95,,,45.82,37.33,4
m_1831,405880,27.0,95,,,45.82,37.33,4
m_1831,405890,26.0,95,,,45.82,37.33,4
m_1831,405900,28.0,95,,,45.82,37.33,4
m_1831,405910,29.0,95,,,45.82,37.33,4
m_1831,405920,27.0,95,,,45.82,37.33,4
m_1831,405930,29.0,96,,,45.82,37.33,4
m_1831,405940,31.0,96,,,45.82,37.33,4
m_1831,405950,30.0,95,,,45.82,37.33,4
m_1831,405960,26.0,94,,,45.82,37.33,4
m_1831,405970,27.0,94,,,45.82,37.33,4
m_1831,405980,25.0,94,,,45.82,37.33,4
m_1831,405990,25.0,94,,,45.82,37.33,4
m_1831,406000,26.0,95,,,45.82,37.33,4
m_1831,406010,24.0,95,,,45.82,37.33,4
m_1831,406020,27.0,95,,,45.82,37.33,4
m_1831,406030,27.0,95,,,45.82,37.33,4
m_1831,406040,26.0,95,,,45.82,37.33,4
m_1831,406050,24.0,95,,,45.82,37.33,4
m_1831,406060,26.0,95,,,45.82,37.33,4
m_1831,406070,26.0,95,,,45.82,37.33,4
m_1831,406080,25.0,95,,,45.82,37.33,4
m_1831,406090,27.0,95,,,45.82,37.33,4
m_1831,406100,26.0,95,,,45.82,37.33,4
m_1831,406110,23.0,95,,,45.82,37.33,4
m_1831,406120,25.0,94,,,45.82,37.33,4
m_1831,406130,24.0,94,,,45.82,37.33,4
m_1831,406140,26.0,94,,,45.82,37.33,5
m_1831,406150,28.0,94,,,45.82,37.33,5
m_1831,406160,25.0,94,,,45.82,37.33,5
m_1831,406170,25.0,94,,,45.82,37.33,5
m_1831,406180,26.0,94,,,45.82,37.33,5
m_1831,406190,27.0,94,,,45.82,37.33,5
m_1831,406200,26.0,94,,,45.82,37.33,5
m_1831,406210,34.0,94,,,45.82,37.33,5
m_1831,406220,30.0,94,,,45.82,37.33,5
m_1831,406230,31.0,95,,,45.82,37.33,5
m_1831,406240,34.0,95,,,45.82,37.33,5
m_1831,406250,34.0,95,,,45.82,37.33,5
m_1831,406260,31.0,95,,,45.82,37.33,6
m_1831,406270,34.0,95,,,45.83,37.33,6
m_1831,406280,31.0,95,,,45.83,37.33,6
m_1831,406290,30.0,95,,,45.83,37.33,6
m_1831,406300,28.0,95,,,45.83,37.33,6
m_1831,406310,26.0,95,,,45.83,37.33,6
m_1831,406320,27.0,96,,,45.83,37.33,6
m_1831,406330,29.0,96,,,45.83,37.33,6
m_1831,406340,28.0,96,,,45.83,37.33,6
m_1831,406350,30.0,96,,,45.83,37.33,6
m_1831,406360,41.0,96,,,45.83,37.33,6
m_1831,406370,39.0,96,,,45.83,37.33,6
m_1831,406380,38.0,96,,,45.83,37.33,7
m_1831,406390,40.0,97,,,45.83,37.33,7
m_1831,406400,30.0,96,,,45.83,37.33,7
m_1831,406410,28.0,96,,,45.83,37.33,7
m_1831,406420,28.0,96,,,45.83,37.34,7
m_1831,406430,27.0,96,,,45.83,37.34,7
m_1831,406440,26.0,96,,,45.83,37.34,5
m_1831,406450,26.0,96,,,45.83,37.34,5
m_1831,406460,24.0,96,,,45.83,37.34,5
m_1831,406470,28.0,96,,,45.83,37.34,5
m_1831,406480,25.0,96,,,45.83,37.34,5
m_1831,406490,26.0,96,,,45.83,37.34,5
m_1831,406500,29.0,96,,,45.83,37.34,4
m_1831,406510,32.0,95,,,45.83,37.34,4
m_1831,406520,30.0,96,,,45.83,37.34,4
m_1831,406530,30.0,96,,,45.83,37.34,4
m_1831,406540,31.0,96,,,45.83,37.34,4
m_1831,406550,42.0,96,,,45.83,37.34,4
m_1831,406560,38.0,96,,,45.83,37.34,6
m_1831,406570,32.0,96,,,45.83,37.34,6
m_1831,406580,31.0,97,,,45.83,37.34,6
m_1831,406590,30.0,97,,,45.83,37.34,6
m_1831,406600,33.0,96,,,45.83,37.34,6
m_1831,406610,33.0,96,,,45.83,37.34,6
m_1831,406620,32.0,96,,,45.83,37.34,7
m_1831,406630,37.0,96,,,45.83,37.34,7
m_1831,406640,35.0,97,,,45.83,37.34,7
m_1831,406650,33.0,97,,,45.83,37.34,7
m_1831,406660,34.0,96,,,45.83,37.34,7
m_1831,406670,34.0,96,,,45.83,37.34,7
m_1831,406680,36.0,97,,,45.83,37.34,5
m_1831,406690,35.0,97,,,45.83,37.34,5
m_1831,406700,34.0,97,,,45.83,37.34,5
m_1831,406710,37.0,98,,,45.83,37.34,5
m_1831,406720,35.0,97,,,45.83,37.34,5
m_1831,406730,36.0,97,,,45.83,37.34,5
m_1831,406740,34.0,97,,,45.83,37.34,5
m_1831,406750,36.0,98,,,45.83,37.34,5
m_1831,406760,32.0,97,,,45.83,37.34,5
m_1831,406770,36.0,97,,,45.83,37.34,5
m_1831,406780,39.0,97,,,45.83,37.34,5
m_1831,406790,40.0,98,,,45.83,37.34,5
m_1831,406800,37.0,98,,,45.83,37.34,5
m_1831,406810,41.0,97,,,45.83,37.34,5
m_1831,406820,38.0,97,,,45.83,37.34,5
m_1831,406830,38.0,97,,,45.83,37.34,5
m_1831,406840,38.0,97,,,45.83,37.34,5
m_1831,406850,37.0,96,,,45.83,37.34,5
m_1831,406860,33.0,96,,,45.83,37.34,6
m_1831,406870,37.0,96,,,45.83,37.34,6
m_1831,406880,31.0,95,,,45.83,37.34,6
m_1831,406890,30.0,95,,,45.83,37.34,6
m_1831,406900,30.0,94,,,45.83,37.34,6
m_1831,406910,26.0,94,,,45.83,37.34,6
m_1831,406920,25.0,93,,,45.83,37.34,8
m_1831,406930,31.0,94,,,45.83,37.34,8
m_1831,406940,24.0,93,,,45.83,37.34,8
m_1831,406950,26.0,93,,,45.83,37.34,8
m_1831,406960,24.0,93,,,45.83,37.34,8
m_1831,406970,23.0,93,,,45.83,37.34,8
m_1831,406980,25.0,93,,,45.83,37.34,6
m_1831,406990,27.0,93,,,45.83,37.34,6
m_1831,407000,24.0,93,,,45.83,37.34,6
m_1831,407010,26.0,93,,,45.83,37.34,6
m_1831,407020,40.0,94,,,45.83,37.34,6
m_1831,407030,39.0,94,,,45.83,37.34,6
m_1831,407040,40.0,91,,,45.83,37.34,5
m_1831,407050,37.0,91,,,45.83,37.34,5
m_1831,407060,37.0,92,,,45.83,37.34,5
m_1831,407070,37.0,92,,,45.83,37.34,5
m_1831,407080,41.0,93,,,45.83,37.34,5
m_1831,407090,39.0,92,,,45.83,37.34,5
m_1831,407100,41.0,92,,,45.83,37.34,16
m_1831,407110,41.0,92,,,45.83,37.34,16
m_1831,407120,37.0,92,,,45.83,37.34,16
m_1831,407130,38.0,92,,,45.83,37.34,16
m_1831,407140,40.0,92,,,45.83,37.34,16
m_1831,407150,38.0,93,,,45.84,37.34,16
m_1831,407160,38.0,93,,,45.84,37.35,9
m_1831,407170,43.0,94,,,45.84,37.35,9
m_1831,407180,48.0,94,,,45.84,37.35,9
m_1831,407190,47.0,94,,,45.84,37.35,9
m_1831,407200,39.0,94,,,45.84,37.35,9
m_1831,407210,35.0,93,,,45.84,37.35,9
m_1831,407220,37.0,93,,,45.84,37.35,7
m_1831,407230,40.0,93,,,45.84,37.35,7
m_1831,407240,37.0,93,,,45.84,37.35,7
m_1831,407250,36.0,93,,,45.84,37.35,7
m_1831,407260,36.0,93,,,45.84,37.35,7
m_1831,407270,36.0,93,,,45.84,37.35,7
m_1831,407280,36.0,93,,,45.84,37.35,6
m_1831,407290,36.0,93,,,45.84,37.35,6
m_1831,407300,46.0,93,,,45.84,37.35,6
m_1831,407310,57.0,93,,,45.84,37.35,6
m_1831,407320,34.0,93,,,45.84,37.35,6
m_1831,407330,22.0,93,,,45.84,37.35,6
m_1831,407340,23.0,93,,,45.84,37.35,14
m_1831,407350,24.0,93,,,45.84,37.35,14
m_1831,407360,28.0,92,,,45.84,37.35,14
m_1831,407370,25.0,92,,,45.84,37.35,14
m_1831,407380,22.0,92,,,45.84,37.35,14
m_1831,407390,23.0,92,,,45.84,37.35,14
m_1831,407400,23.0,92,,,45.84,37.35,4
m_1831,407410,26.0,92,,,45.84,37.35,4
m_1831,407420,20.0,92,,,45.84,37.35,4
m_1831,407430,23.0,93,,,45.84,37.35,4
m_1831,407440,24.0,93,,,45.84,37.35,4
m_1831,407450,23.0,92,,,45.84,37.35,4
m_1831,407460,24.0,92,,,45.84,37.35,5
m_1831,407470,27.0,92,,,45.84,37.35,5
m_1831,407480,23.0,92,,,45.84,37.35,5
m_1831,407490,23.0,92,,,45.84,37.35,5
m_1831,407500,22.0,92,,,45.84,37.35,5
m_1831,407510,47.0,93,,,45.84,37.35,5
m_1831,407520,34.0,93,,,45.84,37.35,9
m_1831,407530,25.0,93,,,45.84,37.35,9
m_1831,407540,24.0,93,,,45.84,37.35,9
m_1831,407550,25.0,93,,,45.84,37.35,9
m_1831,407560,25.0,93,,,45.84,37.35,9
m_1831,407570,28.0,93,,,45.84,37.35,9
m_1831,407580,28.0,93,,,45.84,37.35,5
m_1831,407590,28.0,93,,,45.84,37.35,5
m_1831,407600,34.0,93,,,45.84,37.35,5
m_1831,407610,44.0,93,,,45.84,37.35,5
m_1831,407620,50.0,94,,,45.84,37.35,5
m_1831,407630,43.0,95,,,45.84,37.35,5
m_1831,407640,37.0,95,,,45.84,37.35,8
m_1831,407650,41.0,95,,,45.84,37.35,8
m_1831,407660,35.0,95,,,45.84,37.35,8
m_1831,407670,34.0,95,,,45.84,37.35,8
m_1831,407680,31.0,95,,,45.84,37.35,8
m_1831,407690,30.0,95,,,45.84,37.35,8
m_1831,407700,28.0,95,,,45.84,37.35,4
m_1831,407710,33.0,95,,,45.84,37.35,4
m_1831,407720,27.0,94,,,45.84,37.35,4
m_1831,407730,34.0,94,,,45.84,37.35,4
m_1831,407740,32.0,95,,,45.84,37.35,4
m_1831,407750,29.0,94,,,45.84,37.35,4
m_1831,407760,30.0,94,,,45.84,37.35,4
m_1831,407770,32.0,94,,,45.84,37.35,4
m_1831,407780,31.0,94,,,45.84,37.35,4
m_1831,407790,29.0,93,,,45.84,37.35,4
m_1831,407800,26.0,93,,,45.84,37.35,4
m_1831,407810,24.0,94,,,45.84,37.35,4
m_1831,407820,26.0,94,,,45.84,37.35,5
m_1831,407830,28.0,94,,,45.84,37.35,5
m_1831,407840,24.0,93,,,45.84,37.35,5
m_1831,407850,24.0,93,,,45.84,37.36,5
m_1831,407860,22.0,93,,,45.84,37.36,5
m_1831,407870,21.0,93,,,45.84,37.36,5
m_1831,407880,22.0,93,,,45.84,37.36,7
m_1831,407890,24.0,93,,,45.85,37.36,7
m_1831,407900,24.0,93,,,45.85,37.36,7
m_1831,407910,22.0,93,,,45.85,37.36,7
m_1831,407920,23.0,93,,,45.85,37.36,7
m_1831,407930,23.0,92,,,45.85,37.36,7
m_1831,407940,21.0,93,,,45.85,37.36,5
m_1831,407950,24.0,92,,,45.85,37.36,5
m_1831,407960,21.0,93,,,45.85,37.36,5
m_1831,407970,22.0,93,,,45.85,37.36,5
m_1831,407980,24.0,93,,,45.85,37.36,5
m_1831,407990,23.0,93,,,45.85,37.36,5
m_1831,408000,21.0,93,,,45.85,37.36,4
m_1831,408010,26.0,92,,,45.85,37.36,4
m_1831,408020,21.0,92,,,45.85,37.36,4
m_1831,408030,21.0,92,,,45.85,37.36,4
m_1831,408040,23.0,92,,,45.85,37.36,4
m_1831,408050,24.0,92,,,45.85,37.36,4
m_1831,408060,24.0,92,,,45.85,37.36,4
m_1831,408070,26.0,92,,,45.85,37.36,4
m_1831,408080,25.0,92,,,45.85,37.36,4
m_1831,408090,29.0,93,,,45.85,37.36,4
m_1831,408100,27.0,93,,,45.85,37.36,4
m_1831,408110,25.0,93,,,45.85,37.36,4
m_1831,408120,27.0,93,,,45.85,37.36,5
m_1831,408130,26.0,92,,,45.85,37.36,5
m_1831,408140,24.0,93,,,45.85,37.36,5
m_1831,408150,30.0,93,,,45.85,37.36,5
m_1831,408160,29.0,93,,,45.85,37.36,5
m_1831,408170,26.0,92,,,45.85,37.36,5
m_1831,408180,24.0,93,,,45.85,37.36,4
m_1831,408190,26.0,92,,,45.85,37.36,4
m_1831,408200,23.0,92,,,45.85,37.36,4
m_1831,408210,22.0,92,,,45.85,37.36,4
m_1831,408220,25.0,92,,,45.85,37.36,4
m_1831,408230,23.0,92,,,45.85,37.36,4
m_1831,408240,22.0,92,,,45.85,37.36,5
m_1831,408250,25.0,92,,,45.85,37.36,5
m_1831,408260,22.0,92,,,45.85,37.36,5
m_1831,408270,24.0,92,,,45.85,37.36,5
m_1831,408280,23.0,92,,,45.85,37.36,5
m_1831,408290,21.0,92,,,45.85,37.36,5
m_1831,408300,22.0,92,,,45.85,37.36,3
m_1831,408310,31.0,92,,,45.85,37.36,3
m_1831,408320,24.0,92,,,45.85,37.36,3
m_1831,408330,22.0,92,,,45.85,37.36,3
m_1831,408340,23.0,91,,,45.85,37.36,3
m_1831,408350,21.0,91,,,45.85,37.36,3
m_1831,408360,21.0,91,,,45.85,37.36,4
m_1831,408370,25.0,92,,,45.85,37.36,4
m_1831,408380,24.0,91,,,45.85,37.36,4
m_1831,408390,22.0,92,,,45.85,37.36,4
m_1831,408400,21.0,91,,,45.85,37.36,4
m_1831,408410,18.0,91,,,45.85,37.36,4
m_1831,408420,19.0,91,,,45.85,37.36,5
m_1831,408430,21.0,91,,,45.85,37.36,5
m_1831,408440,19.0,91,,,45.85,37.36,5
m_1831,408450,19.0,91,,,45.85,37.36,5
m_1831,408460,20.0,91,,,45.85,37.36,5
m_1831,408470,20.0,92,,,45.85,37.36,5
m_1831,408480,19.0,92,,,45.85,37.36,4
m_1831,408490,24.0,92,,,45.85,37.36,4
m_1831,408500,23.0,92,,,45.85,37.36,4
m_1831,408510,26.0,92,,,45.85,37.36,4
m_1831,408520,24.0,92,,,45.85,37.36,4
m_1831,408530,21.0,92,,,45.85,37.36,4
m_1831,408540,27.0,92,,,45.85,37.36,4
m_1831,408550,29.0,93,,,45.85,37.36,4
m_1831,408560,27.0,93,,,45.85,37.36,4
m_1831,408570,29.0,93,,,45.85,37.36,4
m_1831,408580,24.0,93,,,45.85,37.36,4
m_1831,408590,25.0,93,,,45.85,37.36,4
m_1831,408600,22.0,93,,,45.85,37.36,5
m_1831,408610,28.0,92,,,45.85,37.36,5
